0.530037	0.531052	0.528908	0.528282	0.528873	0.528698	0.529692	0.530156	0.528978	0.531846	0.530268	0.528344	0.529098	0.530431	0.529291	0.528770	0.530093	0.531263	0.528447	0.529481	0.529583	0.528694	0.527914	0.531056	0.531049	0.530335	0.531787	0.528589	0.528071	0.530450	
0.934655	0.928111	0.931362	0.933172	0.931774	0.931517	0.930270	0.930849	0.932846	0.930903	0.929494	0.933616	0.933419	0.930475	0.931572	0.929651	0.932355	0.929016	0.932341	0.931713	0.930598	0.928018	0.929763	0.934532	0.934519	0.930827	0.930063	0.930128	0.934615	0.931721	
1.737968	1.740063	1.737369	1.741621	1.740660	1.736937	1.736116	1.737122	1.740799	1.735579	1.735884	1.742117	1.737971	1.736083	1.737145	1.736769	1.735265	1.739423	1.736597	1.736931	1.738703	1.736074	1.738193	1.737685	1.739169	1.740469	1.741386	1.740261	1.735545	1.736827	
3.348990	3.350396	3.352825	3.347739	3.352274	3.349074	3.349616	3.353618	3.353119	3.348819	3.349896	3.350136	3.348937	3.349881	3.352012	3.350820	3.347860	3.352477	3.349014	3.345869	3.346674	3.352821	3.354157	3.354643	3.353761	3.349226	3.352113	3.354421	3.350021	3.355733	
6.584797	6.567702	6.576009	6.581557	6.569931	6.578660	6.574096	6.573042	6.571690	6.575084	6.577127	6.576964	6.571351	6.573497	6.568436	6.578036	6.570825	6.576395	6.570407	6.574858	6.577795	6.574249	6.571276	6.572914	6.573514	6.573928	6.568140	6.574254	6.578664	6.575224	
13.06250	13.05138	13.05222	13.06246	13.05431	13.06357	13.05987	13.05769	13.05827	13.05340	13.05469	13.05343	13.05685	13.04829	13.06172	13.06364	13.05956	13.05718	13.06097	13.05226	13.05602	13.06178	13.06059	13.04969	13.05995	13.05717	13.06283	13.05506	13.05767	13.05536	
25.95800	25.97379	25.96257	25.96592	25.96000	25.94527	25.95023	25.97394	25.95965	25.95252	25.97048	25.97612	25.97248	25.97541	25.97026	25.94419	25.98171	25.96599	25.97191	25.95881	25.97075	25.97726	25.97574	25.97677	25.96641	25.96019	25.95717	25.97323	25.95668	25.96473	
51.76789	51.78252	51.78118	51.77649	51.78456	51.76674	51.77960	51.79590	51.78534	51.78490	51.75621	51.82285	51.77845	51.76489	51.76846	51.76143	51.77522	51.74942	51.75920	51.76715	51.75708	51.77263	51.78116	51.82149	51.75681	51.75444	51.77224	51.75529	51.82314	51.77747	
103.5289	103.5285	103.5267	103.5249	103.5288	103.5347	103.5319	103.5204	103.5305	103.4976	103.5281	103.5321	103.5338	103.4927	103.5239	103.5246	103.5103	103.5293	103.5305	103.5224	103.5304	103.5302	103.5316	103.5244	103.5274	103.5332	103.4820	103.5261	103.5258	103.5298	
206.9138	206.9106	206.9164	206.9072	206.9062	206.8892	206.9167	206.8892	206.9194	206.9096	206.9060	206.8960	206.9110	206.9125	206.9112	206.9052	206.9105	206.8993	206.9141	206.9063	206.9082	206.9047	206.9021	206.9146	206.9175	206.9092	206.8866	206.9067	206.9093	206.9114	
413.6921	413.6951	413.6887	413.6917	413.6934	413.6895	413.6902	413.6901	413.6836	413.6932	413.6878	413.6864	413.6867	413.6915	413.6901	413.6951	413.6947	413.6904	413.6954	413.6951	413.6962	413.6974	413.6858	413.6925	413.6918	413.6977	413.6941	413.6888	413.6943	413.6965	
827.2020	827.1977	827.2164	827.2006	827.2024	827.1967	827.2116	827.2053	827.2016	827.1984	827.2120	827.2091	827.2003	827.1989	827.2237	827.2117	827.2076	827.2178	827.2084	827.2058	827.2150	827.2073	827.2005	827.2011	827.2051	827.2096	827.2155	827.2161	827.2028	827.2085	
