0.075488	0.075648	0.076064	0.075456	0.075200	0.077856	0.075872	0.075328	0.075456	0.075104	0.075648	0.075936	0.075936	0.075840	0.075488	0.075488	0.075648	0.075680	0.076000	0.075840	0.075776	0.075680	0.075840	0.075392	0.075712	0.075392	0.075712	0.075648	0.075584	0.075680	
0.137344	0.137760	0.138432	0.138336	0.137728	0.137760	0.137408	0.137728	0.137664	0.138624	0.138496	0.138560	0.137696	0.137824	0.138144	0.137472	0.137664	0.137696	0.140448	0.137760	0.137632	0.137312	0.137344	0.137696	0.138368	0.138496	0.137504	0.138688	0.137152	0.138720	
0.262816	0.262848	0.262816	0.263104	0.260224	0.260576	0.259808	0.260512	0.260928	0.262528	0.260704	0.261472	0.262272	0.262784	0.260768	0.260224	0.262400	0.263392	0.262336	0.260224	0.260128	0.260736	0.260032	0.261536	0.262432	0.261568	0.262016	0.261792	0.261248	0.262912	
0.506432	0.505984	0.504960	0.506144	0.505344	0.505472	0.503776	0.504288	0.503488	0.504224	0.506688	0.507584	0.506464	0.505376	0.503584	0.505824	0.505856	0.507008	0.505824	0.506048	0.505952	0.506592	0.505632	0.504576	0.505376	0.505728	0.507232	0.505952	0.504992	0.505536	
0.990240	0.989920	0.989312	0.989440	0.990336	0.990368	0.991744	0.991392	0.991168	0.990432	0.991584	0.990048	0.989888	0.990880	0.990496	0.992480	0.991456	0.988960	0.991360	0.992032	0.989824	0.991584	0.992896	0.995360	0.992928	0.992000	0.991360	0.992160	0.990976	0.985824	
1.963840	1.964672	1.960896	1.961248	1.963296	1.962080	1.963968	1.965664	1.960192	1.965824	1.963904	1.965056	1.963360	1.959616	1.960576	1.961632	1.963360	1.962528	1.959712	1.960000	1.957184	1.961216	1.965376	1.962208	1.962368	1.961472	1.959872	1.962656	1.961792	1.960448	
3.893824	3.905088	3.892416	3.896640	3.897024	3.902592	3.893344	3.892032	3.894624	3.882656	3.879424	3.900288	3.895904	3.900064	3.891776	3.896448	3.889696	3.900064	3.898944	3.897920	3.892544	3.899840	3.895456	3.896128	3.898080	3.897952	3.898400	3.890912	3.892352	3.902496	
7.792480	7.782720	7.791424	7.786112	7.797856	7.786624	7.786688	7.789984	7.798848	7.786112	7.790816	7.779168	7.790528	7.797472	7.788992	7.788192	7.785536	7.791328	7.782688	7.790336	7.792096	7.796416	7.789888	7.757120	7.787936	7.789344	7.782848	7.788640	7.757600	7.794272	
15.58221	15.60784	15.59510	15.60314	15.59965	15.59043	15.58886	15.58736	15.58758	15.58922	15.58934	15.59946	15.59283	15.58934	15.59088	15.58090	15.59328	15.60320	15.59117	15.58973	15.57546	15.59446	15.60006	15.59434	15.59984	15.58502	15.58186	15.59146	15.59530	15.58118	
31.25194	31.24765	31.26131	31.23498	31.26131	31.26454	31.26454	31.23782	31.25088	31.25552	31.25078	31.24701	31.24170	31.26054	31.23373	31.23270	31.24166	31.25283	31.26208	31.25846	31.24666	31.24355	31.24314	31.25648	31.25242	31.25149	31.24624	31.26557	31.23798	31.27107	
62.87018	62.91514	62.88659	62.90928	62.91869	62.86730	62.91325	62.92915	62.88170	62.87984	62.91475	62.92867	62.86554	62.87581	62.88211	62.86208	62.87792	62.87411	62.84506	62.84326	62.86422	62.91123	62.82922	62.91331	62.88528	62.89821	62.84070	62.82730	62.91293	62.87210	
127.2897	128.3287	127.2624	127.2399	127.2645	127.3554	127.2372	127.3965	127.2570	127.2909	127.2503	127.2286	127.2598	127.2540	127.4392	127.3666	127.2762	127.2144	128.1617	127.2821	127.3924	127.2535	127.2637	127.3572	127.4353	127.2444	127.2227	128.3252	127.4711	128.4065	
