0.093699	0.093539	0.103330	0.103235	0.093506	0.103299	0.102211	0.103331	0.102242	0.102082	0.102114	0.102146	0.102050	0.103010	0.102402	0.102850	0.102274	0.102147	0.093762	0.102403	0.102146	0.102306	0.102083	0.102147	0.102242	0.101890	26.63637	0.101890	0.093571	0.103170	
0.161092	0.161348	0.175940	0.176197	0.161028	0.176101	0.170596	0.176069	0.171716	0.170660	0.171619	0.170244	0.170916	0.170372	0.170980	0.170692	0.171012	0.170596	0.161092	0.171204	0.170404	0.170276	0.170531	0.171140	0.170980	0.171588	26.39650	0.171588	0.161509	0.176133	
0.290728	0.290376	0.316647	0.316649	0.290407	0.316585	0.338952	0.316551	0.339496	0.339048	0.338407	0.339208	0.338951	0.339816	0.339496	0.339400	0.338152	0.338951	0.290184	0.339784	0.339112	0.339016	0.339528	0.339239	0.339464	0.339400	26.57992	0.339400	0.289895	0.317000	
0.541135	0.540110	0.589230	0.589456	0.541006	0.589392	0.660752	0.589455	0.660847	0.660047	0.661039	0.660431	0.660560	0.660303	0.661006	0.661264	0.660622	0.661232	0.542030	0.661711	0.661296	0.661807	0.662319	0.660975	0.660911	0.660784	26.91558	0.660784	0.540654	0.589263	
1.057276	1.056956	1.154042	1.152768	1.056094	1.153090	1.291229	1.152764	1.291580	1.289054	1.289021	1.291581	1.291452	1.289630	1.291230	1.290620	1.291166	1.290878	1.056891	1.290558	1.293150	1.291324	1.291677	1.290876	1.290940	1.291358	27.58702	1.291358	1.057178	1.153784	
2.089717	2.090453	2.277937	2.277371	2.090262	2.277528	2.544090	2.278132	2.543643	2.546779	2.547063	2.549176	2.546967	2.551931	2.546039	2.547831	2.549143	2.546327	2.089779	2.547288	2.549303	2.548218	2.547962	2.544823	2.541210	2.546587	2.674713	2.546587	2.090484	2.278094	
4.090021	4.089275	4.460047	4.460107	4.089126	4.460130	5.065107	4.460345	5.059119	5.054190	5.062445	5.060117	5.057052	5.058797	5.054608	5.049070	5.056660	5.058164	4.091539	5.049965	5.058926	5.054670	5.054767	5.052304	5.051152	5.058957	5.054683	5.058957	4.089626	4.459158	
8.104756	8.107906	8.835897	8.836065	8.104791	8.834593	10.08175	8.837015	10.07690	10.08234	10.06451	10.07820	10.08359	10.08067	10.07424	10.07874	10.06676	10.09089	8.108002	10.07884	10.07964	10.07933	10.07238	10.08355	10.06560	10.08486	10.07308	10.08486	8.101937	8.838982	
16.14349	16.14895	17.63553	17.63618	16.14446	17.63014	20.12589	17.63035	20.14080	20.13880	20.11572	20.11809	20.12572	20.14843	20.13794	20.12507	20.14501	20.14039	16.14582	20.12545	20.13482	20.13364	20.13349	20.14966	20.12352	20.13197	20.14182	20.13197	16.14646	17.63476	
32.24464	32.24068	35.20268	35.19954	32.24769	35.20420	40.29079	35.19690	40.25533	40.24516	40.25185	40.24439	40.23916	40.29281	40.28862	40.26090	40.29467	40.29291	32.25131	40.28452	40.26130	40.24562	40.28875	40.27383	40.28645	40.25143	40.29676	40.25143	32.24337	35.18890	
64.52340	64.53150	70.50653	67.85702	64.53426	70.47116	80.96458	70.50565	81.08377	80.78130	80.78610	80.87212	80.96641	80.94609	80.95971	80.94096	80.98078	81.04652	64.52473	80.82309	80.90214	81.00076	80.94693	80.95124	81.01696	80.99304	80.74947	80.99304	64.51498	70.53266	
130.3283	130.4630	130.1876	130.4528	130.4760	130.4504	163.8223	130.4625	163.8888	164.0435	163.9039	163.8793	163.9329	164.1245	164.3244	163.8783	163.9238	163.9941	130.4910	164.0223	164.0191	164.0257	163.9244	164.0126	163.8415	164.3481	163.8678	164.3481	130.4973	130.4625	
